state,seat,year,lineage
Perlis,N.06 Bintong,1974,N.03 Bintong
Perlis,N.06 Bintong,1959,N.06 Bintong
Perlis,N.07 Sena,2003,N.07 Sena
Perlis,N.07 Sena,1994,N.07 Sena
Perlis,N.07 Sena,1984,N.06 Sena
Perlis,N.07 Sena,1974,N.05 Paya
Perlis,N.07 Sena,1959,N.02 Paya
Perlis,N.08 Indera Kayangan,2003,N.08 Indera Kayangan
Perlis,N.08 Indera Kayangan,1994,N.08 Indera Kayangan
Perlis,N.08 Indera Kayangan,1984,N.07 Indera Kayangan
Perlis,N.08 Indera Kayangan,1974,N.04 Bandar Kangar
Perlis,N.08 Indera Kayangan,1959,N.04 Bandar Kangar
Perlis,N.09 Kuala Perlis,2003,N.09 Kuala Perlis
Perlis,N.09 Kuala Perlis,1994,N.09 Kuala Perlis
Perlis,N.09 Kuala Perlis,1984,N.08 Kuala Perlis
Perlis,N.09 Kuala Perlis,1974,N.07 Kuala Perlis
Perlis,N.09 Kuala Perlis,1959,N.11 Kuala Perlis
Perlis,N.10 Kayang,2003,N.10 Kayang
Perlis,N.10 Kayang,1994,N.10 Kayang
Perlis,N.10 Kayang,1984,N.09 Kayang
Perlis,N.10 Kayang,1974,N.08 Kayang
Perlis,N.10 Kayang,1959,N.10 Kayang
Perlis,N.11 Pauh,2003,N.11 Pauh
Perlis,N.11 Pauh,1994,N.11 Pauh
Perlis,N.11 Pauh,1984,N.12 Guar Sanji
Perlis,N.11 Pauh,1974,N.11 Kurong Anai
Perlis,N.11 Pauh,1959,N.07 Kurong Anai
Perlis,N.12 Tambun Tulang,2003,N.12 Tambun Tulang
Perlis,N.12 Tambun Tulang,1994,N.12 Tambun Tulang
Perlis,N.12 Tambun Tulang,1984,N.11 Kota Raja
Perlis,N.12 Tambun Tulang,1974,N.10 Bandar Arau
Perlis,N.12 Tambun Tulang,1959,N.08 Arau
Perlis,N.13 Guar Sanji,2003,N.13 Guar Sanji
Perlis,N.13 Guar Sanji,1994,N.13 Guar Sanji
Perlis,N.13 Guar Sanji,1984,N.13 Kurong Anai
Perlis,N.13 Guar Sanji,1974,N.11 Kurong Anai
Perlis,N.13 Guar Sanji,1959,N.07 Kurong Anai
Perlis,N.14 Simpang Empat,2003,N.14 Simpang Empat
Perlis,N.14 Simpang Empat,1994,N.14 Simpang Empat
Perlis,N.14 Simpang Empat,1984,N.09 Kayang
Perlis,N.14 Simpang Empat,1974,N.08 Kayang
Perlis,N.14 Simpang Empat,1959,N.10 Kayang
Perlis,N.15 Sanglang,2003,N.15 Sanglang
Perlis,N.15 Sanglang,1994,N.15 Sanglang
Perlis,N.15 Sanglang,1984,N.14 Sanglang
Perlis,N.15 Sanglang,1974,N.12 Sanglang
Perlis,N.15 Sanglang,1959,N.12 Sanglang
Pulau Pinang,N.01 Penaga,2003,N.01 Penaga
Pulau Pinang,N.01 Penaga,1994,N.01 Penaga
Pulau Pinang,N.01 Penaga,1984,N.01 Penaga
Pulau Pinang,N.01 Penaga,1974,N.01 Penaga
Pulau Pinang,N.01 Penaga,1959,N.22 Muda
Pulau Pinang,N.02 Bertam,2003,N.02 Bertam
Pulau Pinang,N.02 Bertam,1994,N.02 Bertam
Pulau Pinang,N.02 Bertam,1984,N.02 Bertam
Pulau Pinang,N.02 Bertam,1974,N.02 Bertam
Pulau Pinang,N.02 Bertam,1959,N.22 Muda
Pulau Pinang,N.03 Pinang Tunggal,2003,N.03 Pinang Tunggal
Pulau Pinang,N.03 Pinang Tunggal,1994,N.03 Pinang Tunggal
Pulau Pinang,N.03 Pinang Tunggal,1984,N.03 Pinang Tunggal
Pulau Pinang,N.03 Pinang Tunggal,1974,N.03 Tasek Gelugor
Pulau Pinang,N.03 Pinang Tunggal,1959,N.24 Tasek Glugor
Pulau Pinang,N.04 Permatang Berangan,2003,N.04 Permatang Berangan
Pulau Pinang,N.04 Permatang Berangan,1994,N.04 Permatang Berangan
Pulau Pinang,N.04 Permatang Berangan,1984,N.04 Ara Rendang
Pulau Pinang,N.04 Permatang Berangan,1974,N.09 Penanti
Pulau Pinang,N.04 Permatang Berangan,1959,N.03 Permatang Pauh
Pulau Pinang,N.05 Sungai Dua,2003,N.05 Sungai Dua
Pulau Pinang,N.05 Sungai Dua,1994,N.05 Sungai Dua
Pulau Pinang,N.05 Sungai Dua,1984,N.05 Sungai Dua
Pulau Pinang,N.05 Sungai Dua,1974,N.07 Sungai Dua
Pulau Pinang,N.05 Sungai Dua,1959,N.23 Kepala Batas
Pulau Pinang,N.06 Telok Ayer Tawar,2003,N.06 Telok Ayer Tawar
Pulau Pinang,N.06 Telok Ayer Tawar,1994,N.06 Telok Ayer Tawar
Pulau Pinang,N.06 Telok Ayer Tawar,1984,N.06 Telok Ayer Tawar
Pulau Pinang,N.06 Telok Ayer Tawar,1974,N.04 Bagan Ajam
Pulau Pinang,N.06 Telok Ayer Tawar,1959,N.02 Bagan Ajam
Pulau Pinang,N.07 Sungai Puyu,2003,N.07 Sungai Puyu
Pulau Pinang,N.07 Sungai Puyu,1994,N.07 Sungai Puyu
Pulau Pinang,N.07 Sungai Puyu,1984,N.07 Bagan Jermal
Pulau Pinang,N.07 Sungai Puyu,1974,N.05 Bagan Jermal
Pulau Pinang,N.07 Sungai Puyu,1959,N.02 Bagan Ajam
Pulau Pinang,N.08 Bagan Jermal,2003,N.08 Bagan Jermal
Pulau Pinang,N.08 Bagan Jermal,1994,N.07 Sungai Puyu
Pulau Pinang,N.08 Bagan Jermal,1984,N.07 Bagan Jermal
Pulau Pinang,N.08 Bagan Jermal,1974,N.05 Bagan Jermal
Pulau Pinang,N.08 Bagan Jermal,1959,N.02 Bagan Ajam
Pulau Pinang,N.09 Bagan Dalam,2003,N.09 Bagan Dalam
Pulau Pinang,N.09 Bagan Dalam,1994,N.08 Bagan Jermal
Pulau Pinang,N.09 Bagan Dalam,1984,N.08 Mak Mandin
Pulau Pinang,N.09 Bagan Dalam,1974,N.06 Bagan Dalam
Pulau Pinang,N.09 Bagan Dalam,1959,N.01 Butterworth
Pulau Pinang,N.10 Seberang Jaya,2003,N.10 Seberang Jaya
Pulau Pinang,N.10 Seberang Jaya,1994,N.10 Seberang Jaya
Pulau Pinang,N.10 Seberang Jaya,1984,N.10 Seberang Jaya
Pulau Pinang,N.10 Seberang Jaya,1974,N.10 Bukit Tengah
Pulau Pinang,N.10 Seberang Jaya,1959,N.05 Alma
Pulau Pinang,N.11 Permatang Pasir,2003,N.11 Permatang Pasir
Pulau Pinang,N.11 Permatang Pasir,1994,N.11 Permatang Pasir
Pulau Pinang,N.11 Permatang Pasir,1984,N.11 Permatang Pasir
Pulau Pinang,N.11 Permatang Pasir,1974,N.08 Kubang Semang
Pulau Pinang,N.11 Permatang Pasir,1959,N.03 Permatang Pauh
Pulau Pinang,N.12 Penanti,2003,N.12 Penanti
Pulau Pinang,N.12 Penanti,1994,N.12 Penanti
Pulau Pinang,N.12 Penanti,1984,N.12 Penanti
Pulau Pinang,N.12 Penanti,1974,N.09 Penanti
Pulau Pinang,N.12 Penanti,1959,N.03 Permatang Pauh
Pulau Pinang,N.13 Berapit,2003,N.13 Berapit
Pulau Pinang,N.13 Berapit,1994,N.13 Berapit
Pulau Pinang,N.13 Berapit,1984,N.13 Berapit
Pulau Pinang,N.13 Berapit,1974,N.11 Pekan Bukit Mertajam
Pulau Pinang,N.13 Berapit,1959,N.04 Bukit Mertajam
Pulau Pinang,N.14 Machang Bubuk,2003,N.14 Machang Bubuk
Pulau Pinang,N.14 Machang Bubuk,1994,N.14 Machang Bubuk
Pulau Pinang,N.14 Machang Bubuk,1984,N.14 Machang Bubok
Pulau Pinang,N.14 Machang Bubuk,1974,N.12 Machang Bubok
Pulau Pinang,N.14 Machang Bubuk,1959,N.05 Alma
Pulau Pinang,N.15 Padang Lalang,2003,N.15 Padang Lalang
Pulau Pinang,N.15 Padang Lalang,1994,N.15 Bukit Tengah
Pulau Pinang,N.15 Padang Lalang,1984,N.15 Bukit Tengah
Pulau Pinang,N.15 Padang Lalang,1974,N.10 Bukit Tengah
Pulau Pinang,N.15 Padang Lalang,1959,N.05 Alma
Pulau Pinang,N.16 Perai,2003,N.16 Perai
Pulau Pinang,N.16 Perai,1994,N.09 Perai
Pulau Pinang,N.16 Perai,1984,N.10 Seberang Jaya
Pulau Pinang,N.16 Perai,1974,N.10 Bukit Tengah
Pulau Pinang,N.16 Perai,1959,N.05 Alma
Pulau Pinang,N.17 Bukit Tengah,2003,N.17 Bukit Tengah
Pulau Pinang,N.17 Bukit Tengah,1994,N.15 Bukit Tengah
Pulau Pinang,N.17 Bukit Tengah,1984,N.15 Bukit Tengah
Pulau Pinang,N.17 Bukit Tengah,1974,N.10 Bukit Tengah
Pulau Pinang,N.17 Bukit Tengah,1959,N.05 Alma
Pulau Pinang,N.18 Bukit Tambun,2003,N.18 Bukit Tambun
Pulau Pinang,N.18 Bukit Tambun,1994,N.17 Jawi
Pulau Pinang,N.18 Bukit Tambun,1984,N.17 Jawi
Pulau Pinang,N.18 Bukit Tambun,1974,N.13 Bukit Tambun
Pulau Pinang,N.18 Bukit Tambun,1959,N.06 Sungei Bakap
Pulau Pinang,N.19 Jawi,2003,N.19 Jawi
Pulau Pinang,N.19 Jawi,1994,N.17 Jawi
Pulau Pinang,N.19 Jawi,1984,N.17 Jawi
Pulau Pinang,N.19 Jawi,1974,N.13 Bukit Tambun
Pulau Pinang,N.19 Jawi,1959,N.06 Sungei Bakap
Pulau Pinang,N.20 Sungai Bakap,2003,N.20 Sungai Bakap
Pulau Pinang,N.20 Sungai Bakap,1994,N.16 Sungai Bakap
Pulau Pinang,N.20 Sungai Bakap,1984,N.16 Sungai Bakap
Pulau Pinang,N.20 Sungai Bakap,1974,N.14 Sungai Bakap
Pulau Pinang,N.20 Sungai Bakap,1959,N.06 Sungei Bakap
Pulau Pinang,N.21 Sungai Acheh,2003,N.21 Sungai Acheh
Pulau Pinang,N.21 Sungai Acheh,1994,N.18 Sungai Acheh
Pulau Pinang,N.21 Sungai Acheh,1984,N.18 Sungai Acheh
Pulau Pinang,N.21 Sungai Acheh,1974,N.15 Sungai Acheh
Pulau Pinang,N.21 Sungai Acheh,1959,N.07 Nibong Tebal
Pulau Pinang,N.22 Tanjong Bunga,2003,N.22 Tanjong Bunga
Pulau Pinang,N.22 Tanjong Bunga,1994,N.19 Tanjong Bunga
Pulau Pinang,N.22 Tanjong Bunga,1984,N.19 Tanjong Bunga
Pulau Pinang,N.22 Tanjong Bunga,1974,N.19 Tanjong Bunga
Pulau Pinang,N.22 Tanjong Bunga,1959,N.10 Tanjong Bungah
Pulau Pinang,N.23 Air Putih,2003,N.23 Air Putih
Pulau Pinang,N.23 Air Putih,1994,N.20 Air Itam
Pulau Pinang,N.23 Air Putih,1984,N.20 Ayer Itam
Pulau Pinang,N.23 Air Putih,1974,N.20 Ayer Itam
Pulau Pinang,N.23 Air Putih,1959,N.11 Ayer Itam
Pulau Pinang,N.24 Kebun Bunga,2003,N.24 Kebun Bunga
Pulau Pinang,N.24 Kebun Bunga,1994,N.21 Kebun Bunga
Pulau Pinang,N.24 Kebun Bunga,1984,N.21 Kebun Bunga
Pulau Pinang,N.24 Kebun Bunga,1974,N.20 Ayer Itam
Pulau Pinang,N.24 Kebun Bunga,1959,N.11 Ayer Itam
Pulau Pinang,N.25 Pulau Tikus,2003,N.25 Pulau Tikus
Pulau Pinang,N.25 Pulau Tikus,1994,N.21 Kebun Bunga
Pulau Pinang,N.25 Pulau Tikus,1984,N.21 Kebun Bunga
Pulau Pinang,N.25 Pulau Tikus,1974,N.20 Ayer Itam
Pulau Pinang,N.25 Pulau Tikus,1959,N.11 Ayer Itam
Pulau Pinang,N.26 Padang Kota,2003,N.26 Padang Kota
Pulau Pinang,N.26 Padang Kota,1994,N.22 Padang Kota
Pulau Pinang,N.26 Padang Kota,1984,N.22 Padang Kota
Pulau Pinang,N.26 Padang Kota,1974,N.22 Padang Kota
Pulau Pinang,N.26 Padang Kota,1959,N.18 Tanjong Utara
Pulau Pinang,N.27 Pengkalan Kota,2003,N.27 Pengkalan Kota
Pulau Pinang,N.27 Pengkalan Kota,1994,N.23 Pengkalan Kota
Pulau Pinang,N.27 Pengkalan Kota,1984,N.23 Pengkalan Kota
Pulau Pinang,N.27 Pengkalan Kota,1974,N.24 Pengkalan Kota
Pulau Pinang,N.27 Pengkalan Kota,1959,N.16 Kota
Pulau Pinang,N.28 Komtar,2003,N.28 Komtar
Pulau Pinang,N.28 Komtar,1994,N.24 Kampong Kolam
Pulau Pinang,N.28 Komtar,1984,N.24 Kampong Kolam
Pulau Pinang,N.28 Komtar,1974,N.23 Kampong Kolam
Pulau Pinang,N.28 Komtar,1959,N.19 Tanjong Barat
Pulau Pinang,N.29 Datok Keramat,2003,N.29 Datok Keramat
Pulau Pinang,N.29 Datok Keramat,1994,N.25 Datok Keramat
Pulau Pinang,N.29 Datok Keramat,1984,N.25 Datok Keramat
Pulau Pinang,N.29 Datok Keramat,1974,N.25 Datok Keramat
Pulau Pinang,N.29 Datok Keramat,1959,N.08 Kelawai
Pulau Pinang,N.30 Sungai Pinang,2003,N.30 Sungai Pinang
Pulau Pinang,N.30 Sungai Pinang,1994,N.26 Sungai Pinang
Pulau Pinang,N.30 Sungai Pinang,1984,N.26 Sungai Pinang
Pulau Pinang,N.30 Sungai Pinang,1974,N.26 Sungei Pinang
Pulau Pinang,N.30 Sungai Pinang,1959,N.20 Sungei Pinang
Pulau Pinang,N.31 Batu Lancang,2003,N.31 Batu Lancang
Pulau Pinang,N.31 Batu Lancang,1994,N.27 Batu Lanchang
Pulau Pinang,N.31 Batu Lancang,1984,N.27 Batu Lanchang
Pulau Pinang,N.31 Batu Lancang,1974,N.27 Bukit Gelugor
Pulau Pinang,N.31 Batu Lancang,1959,N.13 Glugor
Pulau Pinang,N.32 Seri Delima,2003,N.32 Seri Delima
Pulau Pinang,N.32 Seri Delima,1994,N.28 Bukit Gelugor
Pulau Pinang,N.32 Seri Delima,1984,N.28 Bukit Gelugor
Pulau Pinang,N.32 Seri Delima,1974,N.27 Bukit Gelugor
Pulau Pinang,N.32 Seri Delima,1959,N.13 Glugor
Pulau Pinang,N.33 Air Itam,2003,N.33 Air Itam
Pulau Pinang,N.33 Air Itam,1994,N.29 Paya Terubong
Pulau Pinang,N.33 Air Itam,1984,N.29 Paya Terubong
Pulau Pinang,N.33 Air Itam,1974,N.21 Paya Terubong
Pulau Pinang,N.33 Air Itam,1959,N.13 Glugor
Pulau Pinang,N.34 Paya Terubong,2003,N.34 Paya Terubong
Pulau Pinang,N.34 Paya Terubong,1994,N.29 Paya Terubong
Pulau Pinang,N.34 Paya Terubong,1984,N.29 Paya Terubong
Pulau Pinang,N.34 Paya Terubong,1974,N.21 Paya Terubong
Pulau Pinang,N.34 Paya Terubong,1959,N.13 Glugor
Pulau Pinang,N.35 Batu Uban,2003,N.35 Batu Uban
Pulau Pinang,N.35 Batu Uban,1994,N.30 Batu Uban
Pulau Pinang,N.35 Batu Uban,1984,N.30 Batu Uban
Pulau Pinang,N.35 Batu Uban,1974,N.17 Sungai Nibong
Pulau Pinang,N.35 Batu Uban,1959,N.13 Glugor
Pulau Pinang,N.36 Pantai Jerejak,2003,N.36 Pantai Jerejak
Pulau Pinang,N.36 Pantai Jerejak,1994,N.31 Bayan Lepas
Pulau Pinang,N.36 Pantai Jerejak,1984,N.33 Bayan Lepas
Pulau Pinang,N.36 Pantai Jerejak,1974,N.18 Bayan Lepas
Pulau Pinang,N.36 Pantai Jerejak,1959,N.15 Bayan Lepas
Pulau Pinang,N.37 Batu Maung,2003,N.37 Batu Maung
Pulau Pinang,N.37 Batu Maung,1994,N.31 Bayan Lepas
Pulau Pinang,N.37 Batu Maung,1984,N.33 Bayan Lepas
Pulau Pinang,N.37 Batu Maung,1974,N.18 Bayan Lepas
Pulau Pinang,N.37 Batu Maung,1959,N.15 Bayan Lepas
Pulau Pinang,N.38 Bayan Lepas,2003,N.38 Bayan Lepas
Pulau Pinang,N.38 Bayan Lepas,1994,N.32 Telok Kumbar
Pulau Pinang,N.38 Bayan Lepas,1984,N.32 Telok Kumbar
Pulau Pinang,N.38 Bayan Lepas,1974,N.18 Bayan Lepas
Pulau Pinang,N.38 Bayan Lepas,1959,N.15 Bayan Lepas
Pulau Pinang,N.39 Pulau Betong,2003,N.39 Pulau Betong
Pulau Pinang,N.39 Pulau Betong,1994,N.33 Telok Bahang
Pulau Pinang,N.39 Pulau Betong,1984,N.31 Telok Bahang
Pulau Pinang,N.39 Pulau Betong,1974,N.16 Telok Bahang
Pulau Pinang,N.39 Pulau Betong,1959,N.10 Tanjong Bungah
Pulau Pinang,N.40 Telok Bahang,2003,N.40 Telok Bahang
Pulau Pinang,N.40 Telok Bahang,1994,N.33 Telok Bahang
Pulau Pinang,N.40 Telok Bahang,1984,N.31 Telok Bahang
Pulau Pinang,N.40 Telok Bahang,1974,N.16 Telok Bahang
Pulau Pinang,N.40 Telok Bahang,1959,N.10 Tanjong Bungah
Selangor,N.01 Sungai Air Tawar,2003,N.01 Sungai Air Tawar
Selangor,N.01 Sungai Air Tawar,1994,N.01 Sungai Air Tawar
Selangor,N.01 Sungai Air Tawar,1984,N.01 Sungai Air Tawar
Selangor,N.01 Sungai Air Tawar,1974,N.01 Sungai Ayer Tawar
Selangor,N.01 Sungai Air Tawar,1959,N.25 Sabak
Selangor,N.02 Sabak,2003,N.02 Sabak
Selangor,N.02 Sabak,1994,N.03 Sungai Besar
Selangor,N.02 Sabak,1984,N.03 Sungai Besar
Selangor,N.02 Sabak,1974,N.03 Sungai Besar
Selangor,N.02 Sabak,1959,N.26 Sungei Besar
Selangor,N.03 Sungai Panjang,2003,N.03 Sungai Panjang
Selangor,N.03 Sungai Panjang,1994,N.04 Sungai Panjang
Selangor,N.03 Sungai Panjang,1984,N.04 Sungai Panjang
Selangor,N.03 Sungai Panjang,1974,N.04 Sungai Panjang
Selangor,N.03 Sungai Panjang,1959,N.26 Sungei Besar
Selangor,N.04 Sekinchan,2003,N.04 Sekinchan
Selangor,N.04 Sekinchan,1994,N.05 Sekinchan
Selangor,N.04 Sekinchan,1984,N.05 Sekinchan
Selangor,N.04 Sekinchan,1974,N.05 Sekinchan
Selangor,N.04 Sekinchan,1959,N.01 Tanjong Karang
Selangor,N.05 Hulu Bernam,2003,N.05 Hulu Bernam
Selangor,N.05 Hulu Bernam,1994,N.07 Hulu Bernam
Selangor,N.05 Hulu Bernam,1984,N.07 Kalumpang
Selangor,N.05 Hulu Bernam,1974,N.07 Kalumpang
Selangor,N.05 Hulu Bernam,1959,N.27 Ulu Bernam
Selangor,N.06 Kuala Kubu Baharu,2003,N.06 Kuala Kubu Baharu
Selangor,N.06 Kuala Kubu Baharu,1994,N.08 Kuala Kubu Baharu
Selangor,N.06 Kuala Kubu Baharu,1984,N.08 Kuala Kubu Baharu
Selangor,N.06 Kuala Kubu Baharu,1974,N.08 Kuala Kubu Bharu
Selangor,N.06 Kuala Kubu Baharu,1959,N.28 Kuala Kubu
Selangor,N.07 Batang Kali,2003,N.07 Batang Kali
Selangor,N.07 Batang Kali,1994,N.09 Batang Kali
Selangor,N.07 Batang Kali,1984,N.09 Batang Kali
Selangor,N.07 Batang Kali,1974,N.09 Batang Kali
Selangor,N.07 Batang Kali,1959,N.28 Kuala Kubu
Selangor,N.08 Sungai Burong,2003,N.08 Sungai Burong
Selangor,N.08 Sungai Burong,1994,N.06 Sungai Burong
Selangor,N.08 Sungai Burong,1984,N.10 Sungai Tinggi
Selangor,N.08 Sungai Burong,1974,N.10 Permatang
Selangor,N.08 Sungai Burong,1959,N.01 Tanjong Karang
Selangor,N.09 Permatang,2003,N.09 Permatang
Selangor,N.09 Permatang,1994,N.06 Sungai Burong
Selangor,N.09 Permatang,1984,N.10 Sungai Tinggi
Selangor,N.09 Permatang,1974,N.10 Permatang
Selangor,N.09 Permatang,1959,N.01 Tanjong Karang
Selangor,N.10 Bukit Melawati,2003,N.10 Bukit Melawati
Selangor,N.10 Bukit Melawati,1994,N.10 Permatang
Selangor,N.10 Bukit Melawati,1984,N.11 Permatang
Selangor,N.10 Bukit Melawati,1974,N.10 Permatang
Selangor,N.10 Bukit Melawati,1959,N.01 Tanjong Karang
Selangor,N.11 Ijok,2003,N.11 Ijok
Selangor,N.11 Ijok,1994,N.11 Ijuk
Selangor,N.11 Ijok,1984,N.10 Sungai Tinggi
Selangor,N.11 Ijok,1974,N.10 Permatang
Selangor,N.11 Ijok,1959,N.01 Tanjong Karang
Selangor,N.12 Jeram,2003,N.12 Jeram
Selangor,N.12 Jeram,1994,N.12 Jeram
Selangor,N.12 Jeram,1984,N.13 Jeram
Selangor,N.12 Jeram,1974,N.12 Jeram
Selangor,N.12 Jeram,1959,N.05 Jeram
Selangor,N.13 Kuang,2003,N.13 Kuang
Selangor,N.13 Kuang,1994,N.13 Rawang
Selangor,N.13 Kuang,1984,N.16 Rawang
Selangor,N.13 Kuang,1974,N.13 Rawang
Selangor,N.13 Kuang,1959,N.07 Serendah
Selangor,N.14 Rawang,2003,N.14 Rawang
Selangor,N.14 Rawang,1994,N.13 Rawang
Selangor,N.14 Rawang,1984,N.16 Rawang
Selangor,N.14 Rawang,1974,N.13 Rawang
Selangor,N.14 Rawang,1959,N.07 Serendah
Selangor,N.15 Taman Templer,2003,N.15 Taman Templer
Selangor,N.15 Taman Templer,1994,N.16 Sungai Tua
Selangor,N.15 Taman Templer,1984,N.17 Gombak Setia
Selangor,N.15 Taman Templer,1974,N.14 Gombak
Selangor,N.15 Taman Templer,1959,N.03 Kepong
Selangor,N.16 Sungai Tua,2003,N.16 Batu Caves
Selangor,N.16 Sungai Tua,1994,N.16 Sungai Tua
Selangor,N.16 Sungai Tua,1984,N.17 Gombak Setia
Selangor,N.16 Sungai Tua,1974,N.14 Gombak
Selangor,N.16 Sungai Tua,1959,N.03 Kepong
Selangor,N.17 Gombak Setia,2003,N.17 Gombak Setia
Selangor,N.17 Gombak Setia,1994,N.17 Gombak Setia
Selangor,N.17 Gombak Setia,1984,N.17 Gombak Setia
Selangor,N.17 Gombak Setia,1974,N.14 Gombak
Selangor,N.17 Gombak Setia,1959,N.03 Kepong
Selangor,N.18 Hulu Kelang,2003,N.18 Hulu Kelang
Selangor,N.18 Hulu Kelang,1994,N.18 Hulu Kelang
Selangor,N.18 Hulu Kelang,1984,N.19 Hulu Kelang
Selangor,N.18 Hulu Kelang,1974,N.15 Ampang
Selangor,N.18 Hulu Kelang,1959,N.11 Ampang
Selangor,N.19 Bukit Antarabangsa,2003,N.19 Bukit Antarabangsa
Selangor,N.19 Bukit Antarabangsa,1994,N.19 Ampang
Selangor,N.19 Bukit Antarabangsa,1984,N.19 Hulu Kelang
Selangor,N.19 Bukit Antarabangsa,1974,N.15 Ampang
Selangor,N.19 Bukit Antarabangsa,1959,N.11 Ampang
Selangor,N.20 Lembah Jaya,2003,N.20 Lembah Jaya
Selangor,N.20 Lembah Jaya,1994,N.19 Ampang
Selangor,N.20 Lembah Jaya,1984,N.19 Hulu Kelang
Selangor,N.20 Lembah Jaya,1974,N.15 Ampang
Selangor,N.20 Lembah Jaya,1959,N.11 Ampang
Selangor,N.21 Pandan Indah,2003,N.21 Chempaka
Selangor,N.21 Pandan Indah,1994,N.20 Pandan
Selangor,N.21 Pandan Indah,1984,N.21 Pandan
Selangor,N.21 Pandan Indah,1974,N.15 Ampang
Selangor,N.21 Pandan Indah,1959,N.11 Ampang
Selangor,N.22 Teratai,2003,N.22 Teratai
Selangor,N.22 Teratai,1994,N.21 Lembah Jaya
Selangor,N.22 Teratai,1984,N.21 Pandan
Selangor,N.22 Teratai,1974,N.15 Ampang
Selangor,N.22 Teratai,1959,N.11 Ampang
Selangor,N.23 Dusun Tua,2003,N.23 Dusun Tua
Selangor,N.23 Dusun Tua,1994,N.22 Dusun Tua
Selangor,N.23 Dusun Tua,1984,N.22 Dusun Tua
Selangor,N.23 Dusun Tua,1974,N.16 Dusun Tua
Selangor,N.23 Dusun Tua,1959,N.09 Kajang
Selangor,N.24 Semenyih,2003,N.24 Semenyih
Selangor,N.24 Semenyih,1994,N.24 Beranang
Selangor,N.24 Semenyih,1984,N.23 Semenyih
Selangor,N.24 Semenyih,1974,N.17 Semenyih
Selangor,N.24 Semenyih,1959,N.10 Semenyih
Selangor,N.25 Kajang,2003,N.23 Dusun Tua
Selangor,N.25 Kajang,1994,N.22 Dusun Tua
Selangor,N.25 Kajang,1984,N.22 Dusun Tua
Selangor,N.25 Kajang,1974,N.16 Dusun Tua
Selangor,N.25 Kajang,1959,N.09 Kajang
Selangor,N.26 Sungai Ramal,2003,N.26 Bangi
Selangor,N.26 Sungai Ramal,1994,N.23 Kajang
Selangor,N.26 Sungai Ramal,1984,N.24 Kajang
Selangor,N.26 Sungai Ramal,1974,N.18 Kajang
Selangor,N.26 Sungai Ramal,1959,N.09 Kajang
Selangor,N.27 Balakong,2003,N.27 Balakong
Selangor,N.27 Balakong,1994,N.31 Balakong
Selangor,N.27 Balakong,1984,N.24 Kajang
Selangor,N.27 Balakong,1974,N.18 Kajang
Selangor,N.27 Balakong,1959,N.09 Kajang
Selangor,N.28 Seri Kembangan,2003,N.28 Seri Kembangan
Selangor,N.28 Seri Kembangan,1994,N.30 Sri Kembangan
Selangor,N.28 Seri Kembangan,1984,N.30 Serdang
Selangor,N.28 Seri Kembangan,1974,N.27 Serdang
Selangor,N.28 Seri Kembangan,1959,N.17 Serdang
Selangor,N.29 Seri Serdang,2003,N.29 Seri Serdang
Selangor,N.29 Seri Serdang,1994,N.29 Pucung
Selangor,N.29 Seri Serdang,1984,N.30 Serdang
Selangor,N.29 Seri Serdang,1974,N.27 Serdang
Selangor,N.29 Seri Serdang,1959,N.17 Serdang
Selangor,N.30 Kinrara,2003,N.29 Seri Serdang
Selangor,N.30 Kinrara,1994,N.29 Pucung
Selangor,N.30 Kinrara,1984,N.30 Serdang
Selangor,N.30 Kinrara,1974,N.27 Serdang
Selangor,N.30 Kinrara,1959,N.17 Serdang
Selangor,N.31 Subang Jaya,2003,N.31 Subang Jaya
Selangor,N.31 Subang Jaya,1994,N.34 Subang Jaya
Selangor,N.31 Subang Jaya,1984,N.29 Lindongan
Selangor,N.31 Subang Jaya,1974,N.27 Serdang
Selangor,N.31 Subang Jaya,1959,N.17 Serdang
Selangor,N.32 Seri Setia,2003,N.32 Seri Setia
Selangor,N.32 Seri Setia,1994,N.33 Kelana Jaya
Selangor,N.32 Seri Setia,1984,N.32 Batu Tiga
Selangor,N.32 Seri Setia,1974,N.22 Bukit Raja
Selangor,N.32 Seri Setia,1959,N.18 Bukit Raja
Selangor,N.33 Taman Medan,2003,N.33 Taman Medan
Selangor,N.33 Taman Medan,1994,N.28 Taman Medan
Selangor,N.33 Taman Medan,1984,N.29 Lindongan
Selangor,N.33 Taman Medan,1974,N.27 Serdang
Selangor,N.33 Taman Medan,1959,N.17 Serdang
Selangor,N.34 Bukit Gasing,2003,N.34 Bukit Gasing
Selangor,N.34 Bukit Gasing,1994,N.27 Bukit Gasing
Selangor,N.34 Bukit Gasing,1984,N.28 Bukit Gasing
Selangor,N.34 Bukit Gasing,1974,N.25 Petaling Jaya
Selangor,N.34 Bukit Gasing,1959,N.04 Penchala
Selangor,N.35 Kampung Tunku,2003,N.35 Kampung Tunku
Selangor,N.35 Kampung Tunku,1994,N.26 Kampung Tunku
Selangor,N.35 Kampung Tunku,1984,N.27 Kelana Jaya
Selangor,N.35 Kampung Tunku,1974,N.22 Bukit Raja
Selangor,N.35 Kampung Tunku,1959,N.18 Bukit Raja
Selangor,N.36 Bandar Utama,2003,N.36 Damansara Utama
