date,election,state,seat,type,lineage
1995-04-24,GE-09,Terengganu,P.033 Besut,federal,[P.033]
1999-11-29,GE-10,Terengganu,P.033 Besut,federal,[P.033]
2004-03-21,GE-11,Terengganu,P.033 Besut,federal,[P.033]
2008-03-08,GE-12,Terengganu,P.033 Besut,federal,[P.033]
2013-05-05,GE-13,Terengganu,P.033 Besut,federal,[P.033]
2018-05-09,GE-14,Terengganu,P.033 Besut,federal,[P.033]
2022-11-19,GE-15,Terengganu,P.033 Besut,federal,[P.033]
1986-08-02,GE-07,Terengganu,P.031 Setiu,federal,[P.034]
1990-10-20,GE-08,Terengganu,P.031 Setiu,federal,[P.034]
1995-04-24,GE-09,Terengganu,P.034 Setiu,federal,[P.034]
1999-11-29,GE-10,Terengganu,P.034 Setiu,federal,[P.034]
2004-03-21,GE-11,Terengganu,P.034 Setiu,federal,[P.034]
2008-03-08,GE-12,Terengganu,P.034 Setiu,federal,[P.034]
2013-05-05,GE-13,Terengganu,P.034 Setiu,federal,[P.034]
2018-05-09,GE-14,Terengganu,P.034 Setiu,federal,[P.034]
2022-11-19,GE-15,Terengganu,P.034 Setiu,federal,[P.034]
1974-08-24,GE-04,Terengganu,P.031 Kuala Nerus,federal,[P.035]
1978-07-08,GE-05,Terengganu,P.031 Kuala Nerus,federal,[P.035]
1982-04-22,GE-06,Terengganu,P.031 Kuala Nerus,federal,[P.035]
1986-08-02,GE-07,Terengganu,P.032 Kuala Nerus,federal,[P.035]
1990-10-20,GE-08,Terengganu,P.032 Kuala Nerus,federal,[P.035]
1995-04-24,GE-09,Terengganu,P.035 Kuala Nerus,federal,[P.035]
1999-11-29,GE-10,Terengganu,P.035 Kuala Nerus,federal,[P.035]
2004-03-21,GE-11,Terengganu,P.035 Kuala Nerus,federal,[P.035]
2008-03-08,GE-12,Terengganu,P.035 Kuala Nerus,federal,[P.035]
2013-05-05,GE-13,Terengganu,P.035 Kuala Nerus,federal,[P.035]
2018-05-09,GE-14,Terengganu,P.035 Kuala Nerus,federal,[P.035]
2022-11-19,GE-15,Terengganu,P.035 Kuala Nerus,federal,[P.035]
1974-08-24,GE-04,Terengganu,P.032 Kuala Trengganu,federal,[P.036]
1978-07-08,GE-05,Terengganu,P.032 Kuala Trengganu,federal,[P.036]
1982-04-22,GE-06,Terengganu,P.032 Kuala Trengganu,federal,[P.036]
1986-08-02,GE-07,Terengganu,P.033 Kuala Terengganu,federal,[P.036]
1990-10-20,GE-08,Terengganu,P.033 Kuala Terengganu,federal,[P.036]
1995-04-24,GE-09,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
1999-11-29,GE-10,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2004-03-21,GE-11,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2008-03-08,GE-12,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2009-01-17,BY-ELECTION,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2013-05-05,GE-13,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2018-05-09,GE-14,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2022-11-19,GE-15,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
2023-08-12,BY-ELECTION,Terengganu,P.036 Kuala Terengganu,federal,[P.036]
1986-08-02,GE-07,Terengganu,P.034 Marang,federal,[P.037]
1990-10-20,GE-08,Terengganu,P.034 Marang,federal,[P.037]
1995-04-24,GE-09,Terengganu,P.037 Marang,federal,[P.037]
1999-11-29,GE-10,Terengganu,P.037 Marang,federal,[P.037]
2004-03-21,GE-11,Terengganu,P.037 Marang,federal,[P.037]
2008-03-08,GE-12,Terengganu,P.037 Marang,federal,[P.037]
2013-05-05,GE-13,Terengganu,P.037 Marang,federal,[P.037]
2018-05-09,GE-14,Terengganu,P.037 Marang,federal,[P.037]
2022-11-19,GE-15,Terengganu,P.037 Marang,federal,[P.037]
1974-08-24,GE-04,Terengganu,P.030 Ulu Trengganu,federal,[P.038]
1978-07-08,GE-05,Terengganu,P.030 Ulu Trengganu,federal,[P.038]
1982-04-22,GE-06,Terengganu,P.030 Ulu Trengganu,federal,[P.038]
1986-08-02,GE-07,Terengganu,P.035 Hulu Terengganu,federal,[P.038]
1990-10-20,GE-08,Terengganu,P.035 Hulu Terengganu,federal,[P.038]
1995-04-24,GE-09,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
1999-11-29,GE-10,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
2004-03-21,GE-11,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
2008-03-08,GE-12,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
2013-05-05,GE-13,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
2018-05-09,GE-14,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
2022-11-19,GE-15,Terengganu,P.038 Hulu Terengganu,federal,[P.038]
1959-05-20,GE-01,Terengganu,P.103 Dungun,federal,[P.039]
1964-04-25,GE-02,Terengganu,P.028 Dungun,federal,[P.039]
1969-05-10,GE-03,Terengganu,P.028 Dungun,federal,[P.039]
1974-08-24,GE-04,Terengganu,P.033 Dungun,federal,[P.039]
1978-07-08,GE-05,Terengganu,P.033 Dungun,federal,[P.039]
1982-04-22,GE-06,Terengganu,P.033 Dungun,federal,[P.039]
1986-08-02,GE-07,Terengganu,P.036 Dungun,federal,[P.039]
1990-10-20,GE-08,Terengganu,P.036 Dungun,federal,[P.039]
1995-04-24,GE-09,Terengganu,P.039 Dungun,federal,[P.039]
1999-11-29,GE-10,Terengganu,P.039 Dungun,federal,[P.039]
2004-03-21,GE-11,Terengganu,P.039 Dungun,federal,[P.039]
2008-03-08,GE-12,Terengganu,P.039 Dungun,federal,[P.039]
2013-05-05,GE-13,Terengganu,P.039 Dungun,federal,[P.039]
2018-05-09,GE-14,Terengganu,P.039 Dungun,federal,[P.039]
2022-11-19,GE-15,Terengganu,P.039 Dungun,federal,[P.039]
1959-05-20,GE-01,Terengganu,P.104 Kemaman,federal,[P.040]
1964-04-25,GE-02,Terengganu,P.029 Kemaman,federal,[P.040]
1969-05-10,GE-03,Terengganu,P.029 Kemaman,federal,[P.040]
1974-08-24,GE-04,Terengganu,P.034 Kemaman,federal,[P.040]
1978-07-08,GE-05,Terengganu,P.034 Kemaman,federal,[P.040]
1982-04-22,GE-06,Terengganu,P.034 Kemaman,federal,[P.040]
1986-08-02,GE-07,Terengganu,P.037 Kemaman,federal,[P.040]
1990-10-20,GE-08,Terengganu,P.037 Kemaman,federal,[P.040]
1995-04-24,GE-09,Terengganu,P.040 Kemaman,federal,[P.040]
1999-11-29,GE-10,Terengganu,P.040 Kemaman,federal,[P.040]
2004-03-21,GE-11,Terengganu,P.040 Kemaman,federal,[P.040]
2008-03-08,GE-12,Terengganu,P.040 Kemaman,federal,[P.040]
2013-05-05,GE-13,Terengganu,P.040 Kemaman,federal,[P.040]
2018-05-09,GE-14,Terengganu,P.040 Kemaman,federal,[P.040]
2022-11-19,GE-15,Terengganu,P.040 Kemaman,federal,[P.040]
2023-12-02,BY-ELECTION,Terengganu,P.040 Kemaman,federal,[P.040]
1974-08-24,GE-04,Pulau Pinang,P.035 Kepala Batas,federal,[P.041]
1978-07-08,GE-05,Pulau Pinang,P.035 Kepala Batas,federal,[P.041]
1982-04-22,GE-06,Pulau Pinang,P.035 Kepala Batas,federal,[P.041]
1986-08-02,GE-07,Pulau Pinang,P.038 Kepala Batas,federal,[P.041]
1990-10-20,GE-08,Pulau Pinang,P.038 Kepala Batas,federal,[P.041]
1995-04-24,GE-09,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
1999-11-29,GE-10,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
2004-03-21,GE-11,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
2008-03-08,GE-12,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
2013-05-05,GE-13,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
2018-05-09,GE-14,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
2022-11-19,GE-15,Pulau Pinang,P.041 Kepala Batas,federal,[P.041]
1986-08-02,GE-07,Pulau Pinang,P.039 Tasek Gelugor,federal,[P.042]
1990-10-20,GE-08,Pulau Pinang,P.039 Tasek Gelugor,federal,[P.042]
1995-04-24,GE-09,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
1999-11-29,GE-10,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
2004-03-21,GE-11,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
2008-03-08,GE-12,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
2013-05-05,GE-13,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
2018-05-09,GE-14,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
2022-11-19,GE-15,Pulau Pinang,P.042 Tasek Gelugor,federal,[P.042]
1959-05-20,GE-01,Pulau Pinang,P.055 Bagan,federal,[P.043]
1964-04-25,GE-02,Pulau Pinang,P.031 Bagan,federal,[P.043]
1969-05-10,GE-03,Pulau Pinang,P.031 Bagan,federal,[P.043]
1986-08-02,GE-07,Pulau Pinang,P.040 Bagan,federal,[P.043]
1990-10-20,GE-08,Pulau Pinang,P.040 Bagan,federal,[P.043]
1995-04-24,GE-09,Pulau Pinang,P.043 Bagan,federal,[P.043]
1999-11-29,GE-10,Pulau Pinang,P.043 Bagan,federal,[P.043]
2004-03-21,GE-11,Pulau Pinang,P.043 Bagan,federal,[P.043]
2008-03-08,GE-12,Pulau Pinang,P.043 Bagan,federal,[P.043]
2013-05-05,GE-13,Pulau Pinang,P.043 Bagan,federal,[P.043]
2018-05-09,GE-14,Pulau Pinang,P.043 Bagan,federal,[P.043]
2022-11-19,GE-15,Pulau Pinang,P.043 Bagan,federal,[P.043]
1974-08-24,GE-04,Pulau Pinang,P.037 Permatang Pauh,federal,[P.044]
1978-07-08,GE-05,Pulau Pinang,P.037 Permatang Pauh,federal,[P.044]
1982-04-22,GE-06,Pulau Pinang,P.037 Permatang Pauh,federal,[P.044]
1986-08-02,GE-07,Pulau Pinang,P.041 Permatang Pauh,federal,[P.044]
1990-10-20,GE-08,Pulau Pinang,P.041 Permatang Pauh,federal,[P.044]
1995-04-24,GE-09,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
1999-11-29,GE-10,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2004-03-21,GE-11,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2008-03-08,GE-12,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2008-08-26,BY-ELECTION,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2013-05-05,GE-13,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2015-05-07,BY-ELECTION,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2018-05-09,GE-14,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
2022-11-19,GE-15,Pulau Pinang,P.044 Permatang Pauh,federal,[P.044]
1974-08-24,GE-04,Pulau Pinang,P.038 Bukit Mertajam,federal,[P.045]
1978-07-08,GE-05,Pulau Pinang,P.038 Bukit Mertajam,federal,[P.045]
1982-04-22,GE-06,Pulau Pinang,P.038 Bukit Mertajam,federal,[P.045]
1986-08-02,GE-07,Pulau Pinang,P.042 Bukit Mertajam,federal,[P.045]
1990-10-20,GE-08,Pulau Pinang,P.042 Bukit Mertajam,federal,[P.045]
1995-04-24,GE-09,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
1999-11-29,GE-10,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2004-03-21,GE-11,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2008-03-08,GE-12,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2013-05-05,GE-13,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2018-05-09,GE-14,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2022-11-19,GE-15,Pulau Pinang,P.045 Bukit Mertajam,federal,[P.045]
2004-03-21,GE-11,Pulau Pinang,P.046 Batu Kawan,federal,[P.046]
2008-03-08,GE-12,Pulau Pinang,P.046 Batu Kawan,federal,[P.046]
2013-05-05,GE-13,Pulau Pinang,P.046 Batu Kawan,federal,[P.046]
2018-05-09,GE-14,Pulau Pinang,P.046 Batu Kawan,federal,[P.046]
2022-11-19,GE-15,Pulau Pinang,P.046 Batu Kawan,federal,[P.046]
1974-08-24,GE-04,Pulau Pinang,P.039 Nibong Tebal,federal,[P.047]
1978-07-08,GE-05,Pulau Pinang,P.039 Nibong Tebal,federal,[P.047]
1982-04-22,GE-06,Pulau Pinang,P.039 Nibong Tebal,federal,[P.047]
1986-08-02,GE-07,Pulau Pinang,P.043 Nibong Tebal,federal,[P.047]
1990-10-20,GE-08,Pulau Pinang,P.043 Nibong Tebal,federal,[P.047]
1995-04-24,GE-09,Pulau Pinang,P.046 Nibong Tebal,federal,[P.047]
1999-11-29,GE-10,Pulau Pinang,P.046 Nibong Tebal,federal,[P.047]
2004-03-21,GE-11,Pulau Pinang,P.047 Nibong Tebal,federal,[P.047]
2008-03-08,GE-12,Pulau Pinang,P.047 Nibong Tebal,federal,[P.047]
2013-05-05,GE-13,Pulau Pinang,P.047 Nibong Tebal,federal,[P.047]
2018-05-09,GE-14,Pulau Pinang,P.047 Nibong Tebal,federal,[P.047]
2022-11-19,GE-15,Pulau Pinang,P.047 Nibong Tebal,federal,[P.047]
1974-08-24,GE-04,Pulau Pinang,P.041 Bukit Bendera,federal,[P.048]
1978-07-08,GE-05,Pulau Pinang,P.041 Bukit Bendera,federal,[P.048]
1982-04-22,GE-06,Pulau Pinang,P.041 Bukit Bendera,federal,[P.048]
1986-08-02,GE-07,Pulau Pinang,P.044 Bukit Bendera,federal,[P.048]
1990-10-20,GE-08,Pulau Pinang,P.044 Bukit Bendera,federal,[P.048]
1995-04-24,GE-09,Pulau Pinang,P.047 Bukit Bendera,federal,[P.048]
1999-11-29,GE-10,Pulau Pinang,P.047 Bukit Bendera,federal,[P.048]
2004-03-21,GE-11,Pulau Pinang,P.048 Bukit Bendera,federal,[P.048]
2008-03-08,GE-12,Pulau Pinang,P.048 Bukit Bendera,federal,[P.048]
2013-05-05,GE-13,Pulau Pinang,P.048 Bukit Bendera,federal,[P.048]
2018-05-09,GE-14,Pulau Pinang,P.048 Bukit Bendera,federal,[P.048]
2022-11-19,GE-15,Pulau Pinang,P.048 Bukit Bendera,federal,[P.048]
1959-05-20,GE-01,Pulau Pinang,P.059 Tanjong,federal,[P.049]
1964-04-25,GE-02,Pulau Pinang,P.036 Tanjong,federal,[P.049]
1969-05-10,GE-03,Pulau Pinang,P.036 Tanjong,federal,[P.049]
1974-08-24,GE-04,Pulau Pinang,P.042 Tanjong,federal,[P.049]
1978-07-08,GE-05,Pulau Pinang,P.042 Tanjong,federal,[P.049]
1982-04-22,GE-06,Pulau Pinang,P.042 Tanjong,federal,[P.049]
1986-08-02,GE-07,Pulau Pinang,P.045 Tanjong,federal,[P.049]
1990-10-20,GE-08,Pulau Pinang,P.045 Tanjong,federal,[P.049]
1995-04-24,GE-09,Pulau Pinang,P.048 Tanjong,federal,[P.049]
1999-11-29,GE-10,Pulau Pinang,P.048 Tanjong,federal,[P.049]
2004-03-21,GE-11,Pulau Pinang,P.049 Tanjong,federal,[P.049]
2008-03-08,GE-12,Pulau Pinang,P.049 Tanjong,federal,[P.049]
2013-05-05,GE-13,Pulau Pinang,P.049 Tanjong,federal,[P.049]
2018-05-09,GE-14,Pulau Pinang,P.049 Tanjong,federal,[P.049]
2022-11-19,GE-15,Pulau Pinang,P.049 Tanjong,federal,[P.049]
1974-08-24,GE-04,Pulau Pinang,P.043 Jelutong,federal,[P.050]
1978-07-08,GE-05,Pulau Pinang,P.043 Jelutong,federal,[P.050]
1982-04-22,GE-06,Pulau Pinang,P.043 Jelutong,federal,[P.050]
1986-08-02,GE-07,Pulau Pinang,P.046 Jelutong,federal,[P.050]
1990-10-20,GE-08,Pulau Pinang,P.046 Jelutong,federal,[P.050]
1995-04-24,GE-09,Pulau Pinang,P.049 Jelutong,federal,[P.050]
1999-11-29,GE-10,Pulau Pinang,P.049 Jelutong,federal,[P.050]
2004-03-21,GE-11,Pulau Pinang,P.050 Jelutong,federal,[P.050]
2008-03-08,GE-12,Pulau Pinang,P.050 Jelutong,federal,[P.050]
2013-05-05,GE-13,Pulau Pinang,P.050 Jelutong,federal,[P.050]
2018-05-09,GE-14,Pulau Pinang,P.050 Jelutong,federal,[P.050]
2022-11-19,GE-15,Pulau Pinang,P.050 Jelutong,federal,[P.050]
2004-03-21,GE-11,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
2008-03-08,GE-12,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
2013-05-05,GE-13,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
2014-05-25,BY-ELECTION,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
2018-05-09,GE-14,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
2022-11-19,GE-15,Pulau Pinang,P.051 Bukit Gelugor,federal,[P.051]
1986-08-02,GE-07,Pulau Pinang,P.047 Bayan Baru,federal,[P.052]
1990-10-20,GE-08,Pulau Pinang,P.047 Bayan Baru,federal,[P.052]
1995-04-24,GE-09,Pulau Pinang,P.050 Bayan Baru,federal,[P.052]
1999-11-29,GE-10,Pulau Pinang,P.050 Bayan Baru,federal,[P.052]
2004-03-21,GE-11,Pulau Pinang,P.052 Bayan Baru,federal,[P.052]
2008-03-08,GE-12,Pulau Pinang,P.052 Bayan Baru,federal,[P.052]
2013-05-05,GE-13,Pulau Pinang,P.052 Bayan Baru,federal,[P.052]
2018-05-09,GE-14,Pulau Pinang,P.052 Bayan Baru,federal,[P.052]
2022-11-19,GE-15,Pulau Pinang,P.052 Bayan Baru,federal,[P.052]
1974-08-24,GE-04,Pulau Pinang,P.040 Balik Pulau,federal,[P.053]
1978-07-08,GE-05,Pulau Pinang,P.040 Balik Pulau,federal,[P.053]
1982-04-22,GE-06,Pulau Pinang,P.040 Balik Pulau,federal,[P.053]
1986-08-02,GE-07,Pulau Pinang,P.048 Balik Pulau,federal,[P.053]
1990-10-20,GE-08,Pulau Pinang,P.048 Balik Pulau,federal,[P.053]
1995-04-24,GE-09,Pulau Pinang,P.051 Balik Pulau,federal,[P.053]
1999-11-29,GE-10,Pulau Pinang,P.051 Balik Pulau,federal,[P.053]
2004-03-21,GE-11,Pulau Pinang,P.053 Balik Pulau,federal,[P.053]
2008-03-08,GE-12,Pulau Pinang,P.053 Balik Pulau,federal,[P.053]
2013-05-05,GE-13,Pulau Pinang,P.053 Balik Pulau,federal,[P.053]
2018-05-09,GE-14,Pulau Pinang,P.053 Balik Pulau,federal,[P.053]
2022-11-19,GE-15,Pulau Pinang,P.053 Balik Pulau,federal,[P.053]
1986-08-02,GE-07,Perak,P.049 Gerik,federal,[P.054]
1990-10-20,GE-08,Perak,P.049 Gerik,federal,[P.054]
1995-04-24,GE-09,Perak,P.052 Gerik,federal,[P.054]
1999-11-29,GE-10,Perak,P.052 Gerik,federal,[P.054]
2004-03-21,GE-11,Perak,P.054 Gerik,federal,[P.054]
2008-03-08,GE-12,Perak,P.054 Gerik,federal,[P.054]
2013-05-05,GE-13,Perak,P.054 Gerik,federal,[P.054]
2018-05-09,GE-14,Perak,P.054 Gerik,federal,[P.054]
2022-11-19,GE-15,Perak,P.054 Gerik,federal,[P.054]
2004-03-21,GE-11,Perak,P.055 Lenggong,federal,[P.055]
2008-03-08,GE-12,Perak,P.055 Lenggong,federal,[P.055]
2013-05-05,GE-13,Perak,P.055 Lenggong,federal,[P.055]
2018-05-09,GE-14,Perak,P.055 Lenggong,federal,[P.055]
2022-11-19,GE-15,Perak,P.055 Lenggong,federal,[P.055]
1974-08-24,GE-04,Perak,P.045 Larut,federal,[P.056]
1978-07-08,GE-05,Perak,P.045 Larut,federal,[P.056]
1982-04-22,GE-06,Perak,P.045 Larut,federal,[P.056]
1986-08-02,GE-07,Perak,P.050 Larut,federal,[P.056]
1990-10-20,GE-08,Perak,P.050 Larut,federal,[P.056]
1995-04-24,GE-09,Perak,P.053 Larut,federal,[P.056]
1999-11-29,GE-10,Perak,P.053 Larut,federal,[P.056]
2004-03-21,GE-11,Perak,P.056 Larut,federal,[P.056]
2008-03-08,GE-12,Perak,P.056 Larut,federal,[P.056]
2013-05-05,GE-13,Perak,P.056 Larut,federal,[P.056]
2018-05-09,GE-14,Perak,P.056 Larut,federal,[P.056]
2022-11-19,GE-15,Perak,P.056 Larut,federal,[P.056]
1974-08-24,GE-04,Perak,P.046 Parit Buntar,federal,[P.057]
1978-07-08,GE-05,Perak,P.046 Parit Buntar,federal,[P.057]
1982-04-22,GE-06,Perak,P.046 Parit Buntar,federal,[P.057]
1986-08-02,GE-07,Perak,P.051 Parit Buntar,federal,[P.057]
1990-10-20,GE-08,Perak,P.051 Parit Buntar,federal,[P.057]
1995-04-24,GE-09,Perak,P.054 Parit Buntar,federal,[P.057]
1999-11-29,GE-10,Perak,P.054 Parit Buntar,federal,[P.057]
2004-03-21,GE-11,Perak,P.057 Parit Buntar,federal,[P.057]
2008-03-08,GE-12,Perak,P.057 Parit Buntar,federal,[P.057]
2013-05-05,GE-13,Perak,P.057 Parit Buntar,federal,[P.057]
2018-05-09,GE-14,Perak,P.057 Parit Buntar,federal,[P.057]
2022-11-19,GE-15,Perak,P.057 Parit Buntar,federal,[P.057]
1974-08-24,GE-04,Perak,P.047 Bagan Serai,federal,[P.058]
1978-07-08,GE-05,Perak,P.047 Bagan Serai,federal,[P.058]
1982-04-22,GE-06,Perak,P.047 Bagan Serai,federal,[P.058]
1986-08-02,GE-07,Perak,P.052 Bagan Serai,federal,[P.058]
1990-10-20,GE-08,Perak,P.052 Bagan Serai,federal,[P.058]
1995-04-24,GE-09,Perak,P.055 Bagan Serai,federal,[P.058]
1999-11-29,GE-10,Perak,P.055 Bagan Serai,federal,[P.058]
2004-03-21,GE-11,Perak,P.058 Bagan Serai,federal,[P.058]
2008-03-08,GE-12,Perak,P.058 Bagan Serai,federal,[P.058]
2013-05-05,GE-13,Perak,P.058 Bagan Serai,federal,[P.058]
2018-05-09,GE-14,Perak,P.058 Bagan Serai,federal,[P.058]
2022-11-19,GE-15,Perak,P.058 Bagan Serai,federal,[P.058]
1986-08-02,GE-07,Perak,P.053 Bukit Gantang,federal,[P.059]
1990-10-20,GE-08,Perak,P.053 Bukit Gantang,federal,[P.059]
1995-04-24,GE-09,Perak,P.056 Bukit Gantang,federal,[P.059]
1999-11-29,GE-10,Perak,P.056 Bukit Gantang,federal,[P.059]
2004-03-21,GE-11,Perak,P.059 Bukit Gantang,federal,[P.059]
2008-03-08,GE-12,Perak,P.059 Bukit Gantang,federal,[P.059]
2009-04-07,BY-ELECTION,Perak,P.059 Bukit Gantang,federal,[P.059]
2013-05-05,GE-13,Perak,P.059 Bukit Gantang,federal,[P.059]
2018-05-09,GE-14,Perak,P.059 Bukit Gantang,federal,[P.059]
2022-11-19,GE-15,Perak,P.059 Bukit Gantang,federal,[P.059]
1974-08-24,GE-04,Perak,P.049 Taiping,federal,[P.060]
1978-07-08,GE-05,Perak,P.049 Taiping,federal,[P.060]
1982-04-22,GE-06,Perak,P.049 Taiping,federal,[P.060]
1986-08-02,GE-07,Perak,P.054 Taiping,federal,[P.060]
1990-10-20,GE-08,Perak,P.054 Taiping,federal,[P.060]
1995-04-24,GE-09,Perak,P.057 Taiping,federal,[P.060]
1999-11-29,GE-10,Perak,P.057 Taiping,federal,[P.060]
2004-03-21,GE-11,Perak,P.060 Taiping,federal,[P.060]
2008-03-08,GE-12,Perak,P.060 Taiping,federal,[P.060]
2013-05-05,GE-13,Perak,P.060 Taiping,federal,[P.060]
2018-05-09,GE-14,Perak,P.060 Taiping,federal,[P.060]
2022-11-19,GE-15,Perak,P.060 Taiping,federal,[P.060]
1974-08-24,GE-04,Perak,P.051 Padang Rengas,federal,[P.061]
1978-07-08,GE-05,Perak,P.051 Padang Rengas,federal,[P.061]
1982-04-22,GE-06,Perak,P.051 Padang Rengas,federal,[P.061]
2004-03-21,GE-11,Perak,P.061 Padang Rengas,federal,[P.061]
2008-03-08,GE-12,Perak,P.061 Padang Rengas,federal,[P.061]
2013-05-05,GE-13,Perak,P.061 Padang Rengas,federal,[P.061]
2018-05-09,GE-14,Perak,P.061 Padang Rengas,federal,[P.061]
2022-11-19,GE-15,Perak,P.061 Padang Rengas,federal,[P.061]
1959-05-20,GE-01,Perak,P.079 Sungei Siput,federal,[P.062]
1964-04-25,GE-02,Perak,P.046 Sungei Siput,federal,[P.062]
1969-05-10,GE-03,Perak,P.046 Sungei Siput,federal,[P.062]
1974-08-24,GE-04,Perak,P.048 Sungai Siput,federal,[P.062]
1978-07-08,GE-05,Perak,P.048 Sungai Siput,federal,[P.062]
1982-04-22,GE-06,Perak,P.048 Sungai Siput,federal,[P.062]
1986-08-02,GE-07,Perak,P.056 Sungai Siput,federal,[P.062]
1990-10-20,GE-08,Perak,P.056 Sungai Siput,federal,[P.062]
1995-04-24,GE-09,Perak,P.059 Sungai Siput,federal,[P.062]
1999-11-29,GE-10,Perak,P.059 Sungai Siput,federal,[P.062]
2004-03-21,GE-11,Perak,P.062 Sungai Siput,federal,[P.062]
2008-03-08,GE-12,Perak,P.062 Sungai Siput,federal,[P.062]
2013-05-05,GE-13,Perak,P.062 Sungai Siput,federal,[P.062]
2018-05-09,GE-14,Perak,P.062 Sungai Siput,federal,[P.062]
2022-11-19,GE-15,Perak,P.062 Sungai Siput,federal,[P.062]
1986-08-02,GE-07,Perak,P.057 Tambun,federal,[P.063]
1990-10-20,GE-08,Perak,P.057 Tambun,federal,[P.063]
1995-04-24,GE-09,Perak,P.060 Tambun,federal,[P.063]
1999-11-29,GE-10,Perak,P.060 Tambun,federal,[P.063]
2004-03-21,GE-11,Perak,P.063 Tambun,federal,[P.063]
2008-03-08,GE-12,Perak,P.063 Tambun,federal,[P.063]
2013-05-05,GE-13,Perak,P.063 Tambun,federal,[P.063]
2018-05-09,GE-14,Perak,P.063 Tambun,federal,[P.063]
2022-11-19,GE-15,Perak,P.063 Tambun,federal,[P.063]
1995-04-24,GE-09,Perak,P.061 Ipoh Timor,federal,[P.064]
1999-11-29,GE-10,Perak,P.061 Ipoh Timor,federal,[P.064]
2004-03-21,GE-11,Perak,P.064 Ipoh Timor,federal,[P.064]
2008-03-08,GE-12,Perak,P.064 Ipoh Timor,federal,[P.064]
2013-05-05,GE-13,Perak,P.064 Ipoh Timor,federal,[P.064]
2018-05-09,GE-14,Perak,P.064 Ipoh Timor,federal,[P.064]
2022-11-19,GE-15,Perak,P.064 Ipoh Timor,federal,[P.064]
1995-04-24,GE-09,Perak,P.062 Ipoh Barat,federal,[P.065]
1999-11-29,GE-10,Perak,P.062 Ipoh Barat,federal,[P.065]
2004-03-21,GE-11,Perak,P.065 Ipoh Barat,federal,[P.065]
2008-03-08,GE-12,Perak,P.065 Ipoh Barat,federal,[P.065]
2013-05-05,GE-13,Perak,P.065 Ipoh Barat,federal,[P.065]
2018-05-09,GE-14,Perak,P.065 Ipoh Barat,federal,[P.065]
2022-11-19,GE-15,Perak,P.065 Ipoh Barat,federal,[P.065]
1959-05-20,GE-01,Perak,P.081 Batu Gajah,federal,[P.066]
1964-04-25,GE-02,Perak,P.053 Batu Gajah,federal,[P.066]
1969-05-10,GE-03,Perak,P.053 Batu Gajah,federal,[P.066]
1974-08-24,GE-04,Perak,P.058 Batu Gajah,federal,[P.066]
1978-07-08,GE-05,Perak,P.058 Batu Gajah,federal,[P.066]
